Date,Open,High,Low,Close,Adj Close,Volume
2014-02-14,182.839996,184.360001,182.669998,184.020004,154.209991,96498400
2014-02-18,184.179993,184.490005,183.649994,184.240005,154.394318,80460900
2014-02-19,183.759995,184.949997,182.869995,183.020004,153.371902,126524300
2014-02-20,183.270004,184.520004,182.600006,184.100006,154.277008,104998100
2014-02-21,184.449997,184.889999,183.800003,183.889999,154.101013,118116400
2014-02-24,184.279999,186.149994,184.199997,184.910004,154.95578,114063900
2014-02-25,185.059998,185.589996,184.229996,184.839996,154.897079,117085000
2014-02-26,185.110001,185.600006,184.330002,184.850006,154.905487,98677200
2014-02-27,184.580002,185.869995,184.369995,185.820007,155.718384,93880800
2014-02-28,185.789993,187.149994,185.050003,186.289993,156.112228,150842000
2014-03-03,184.649994,185.449997,183.75,184.979996,155.014435,167748500
2014-03-04,186.789993,187.979996,186.75,187.580002,157.193237,167545900
2014-03-05,187.740005,188.070007,187.449997,187.75,157.335709,88376900
2014-03-06,188.210007,188.610001,187.779999,188.179993,157.696014,82516500
2014-03-07,188.960007,188.960007,187.429993,188.259995,157.763077,114513500
2014-03-10,187.970001,188.229996,187.080002,188.160004,157.679337,74939200
2014-03-11,188.440002,188.710007,186.800003,187.229996,156.899887,99009100
2014-03-12,186.320007,187.350006,185.899994,187.279999,156.941818,104824400
2014-03-13,187.839996,187.990005,184.660004,185.179993,155.182053,155014300
2014-03-14,184.850006,185.800003,184.440002,184.660004,154.746277,153919600
2014-03-17,185.589996,186.770004,185.509995,186.330002,156.145676,98359500
2014-03-18,186.710007,187.910004,186.509995,187.660004,157.2603,101804600
2014-03-19,187.679993,187.940002,185.470001,186.660004,156.422302,176267300
2014-03-20,186.25,187.889999,185.919998,187.75,157.335709,117241000
2014-03-21,187.710007,189.020004,186.029999,186.199997,156.725433,163128000
2014-03-24,186.839996,187.070007,184.619995,185.429993,156.077301,121411000
2014-03-25,186.369995,186.940002,185.270004,186.309998,156.818039,103852000
2014-03-26,187.039993,187.339996,184.919998,184.970001,155.690125,119843000
2014-03-27,184.75,185.339996,183.899994,184.580002,155.361877,142383000
2014-03-28,185.110001,186.419998,185,185.490005,156.127838,101642000
2014-03-31,186.669998,187.300003,185.520004,187.009995,157.407242,99745000
2014-04-01,187.619995,188.360001,187,188.25,158.450928,89193000
2014-04-02,188.490005,189.130005,188.139999,188.880005,158.981262,78774000
2014-04-03,189.169998,189.220001,188.050003,188.630005,158.770813,77435000
2014-04-04,189.660004,189.699997,186.100006,186.399994,156.893738,169381000
2014-04-07,185.949997,186.259995,183.960007,184.339996,155.159882,140803000
2014-04-08,184.259995,185.399994,183.589996,185.100006,155.799652,112660000
2014-04-09,185.600006,187.149994,185.059998,187.089996,157.474548,100254000
2014-04-10,187.080002,187.169998,182.929993,183.160004,154.166672,172959000
2014-04-11,182.139999,183.419998,181.309998,181.509995,152.777893,167251000
2014-04-14,182.929993,183.369995,181.440002,182.940002,153.981506,132382000
2014-04-15,183.320007,184.330002,181.509995,184.199997,155.042053,157093000
2014-04-16,185.470001,186.139999,184.649994,186.130005,156.666534,105197000
2014-04-17,185.880005,186.910004,185.559998,186.389999,156.885391,105255000
2014-04-21,186.440002,187.100006,186.210007,187.039993,157.432404,68329000
2014-04-22,187.229996,188.399994,187.130005,187.889999,158.147934,85790000
2014-04-23,187.820007,187.919998,187.300003,187.449997,157.777603,73869000
2014-04-24,188.369995,188.389999,186.929993,187.830002,158.097443,88170000
2014-04-25,187.220001,187.330002,185.869995,186.289993,156.801239,100380000
2014-04-28,187.050003,187.690002,184.960007,186.880005,157.297852,135121000
2014-04-29,187.479996,188.039993,187.080002,187.75,158.030075,84098000
2014-04-30,187.440002,188.5,187.179993,188.309998,158.501434,101508000
2014-05-01,188.220001,188.839996,187.729996,188.330002,158.51828,93019000
2014-05-02,188.309998,189.139999,187.779999,188.059998,158.291,98122000
2014-05-05,187.139999,188.550003,186.619995,188.419998,158.594025,75883000
2014-05-06,188,188.130005,186.740005,186.779999,157.213638,85454000
2014-05-07,187.410004,187.970001,186.009995,187.880005,158.139526,106500000
2014-05-08,187.710007,189.050003,187.080002,187.679993,157.971161,93618000
2014-05-09,187.710007,188.039993,186.830002,187.960007,158.206924,83679000
2014-05-12,188.800003,189.880005,188,189.789993,159.747162,86940000
2014-05-13,190.039993,190.419998,189.770004,189.960007,159.890305,66454000
2014-05-14,189.789993,189.880005,188.789993,189.059998,159.132751,72367000
2014-05-15,188.679993,188.720001,186.479996,187.399994,157.735458,154956000
2014-05-16,187.509995,188.130005,186.720001,188.050003,158.282608,97458000
2014-05-19,187.690002,188.889999,187.520004,188.740005,158.863373,63839000
2014-05-20,188.649994,188.669998,187.070007,187.550003,157.86174,111644000
2014-05-21,188.089996,189.220001,188.059998,189.130005,159.191635,89093000
2014-05-22,189.179993,189.979996,188.860001,189.589996,159.578842,61549000
2014-05-23,189.759995,190.479996,189.589996,190.350006,160.218506,61092800
2014-05-27,191.059998,191.580002,190.949997,191.520004,161.203339,72010000
2014-05-28,191.520004,191.820007,191.059998,191.380005,161.085449,66723000
2014-05-29,191.820007,192.399994,191.330002,192.369995,161.918747,64377000
2014-05-30,192.190002,192.800003,192.029999,192.679993,162.179688,76316000
2014-06-02,192.949997,192.990005,191.970001,192.899994,162.364883,64656000
2014-06-03,192.429993,192.899994,192.25,192.800003,162.280731,65047000
2014-06-04,192.470001,193.300003,192.270004,193.190002,162.608963,55529000
2014-06-05,193.410004,194.649994,192.699997,194.449997,163.66954,92103000
2014-06-06,194.869995,195.429993,194.779999,195.380005,164.452286,78696000
2014-06-09,195.350006,196.050003,195.169998,195.580002,164.620621,65119000
2014-06-10,195.339996,195.639999,194.919998,195.600006,164.637482,57129000
2014-06-11,194.899994,195.119995,194.479996,194.919998,164.065079,68772000
2014-06-12,194.690002,194.800003,193.110001,193.539993,162.90361,106350000
2014-06-13,193.919998,194.320007,193.300003,194.130005,163.400146,82017000
2014-06-16,193.889999,194.699997,193.660004,194.289993,163.534821,87424000
2014-06-17,194.020004,194.970001,193.809998,194.830002,163.98938,84834000
2014-06-18,194.830002,196.369995,194.399994,196.259995,165.192978,105267000
2014-06-19,196.429993,196.600006,195.800003,196.479996,165.378159,85929000
2014-06-20,196.029999,196.100006,195.699997,195.940002,165.713913,100587000
2014-06-23,195.990005,196.050003,195.520004,195.880005,165.663177,70611000
2014-06-24,195.529999,196.5,194.479996,194.699997,164.665237,96237000
2014-06-25,194.289993,195.779999,194.25,195.580002,165.409485,82782000
2014-06-26,195.610001,195.630005,194.130005,195.440002,165.291061,84312000
2014-06-27,194.979996,195.880005,194.889999,195.820007,165.612427,71445100
2014-06-30,195.699997,196.169998,195.529999,195.720001,165.527832,70201200
2014-07-01,196.199997,197.630005,196.130005,197.029999,166.635788,90470000
2014-07-02,197.050003,197.479996,196.960007,197.229996,166.804916,52475000
2014-07-03,197.789993,198.289993,197.639999,198.199997,167.62529,52938800
2014-07-07,197.820007,197.979996,197.220001,197.509995,167.041794,61696000
2014-07-08,197.149994,197.220001,195.759995,196.240005,165.967636,108143000
2014-07-09,196.729996,197.300003,196.309998,197.119995,166.711868,72992000
2014-07-10,195.220001,196.860001,195.059998,196.339996,166.052261,99040000
2014-07-11,196.220001,196.75,195.779999,196.610001,166.280594,64243000
2014-07-14,197.610001,197.860001,197.440002,197.600006,167.117874,58658000
2014-07-15,197.720001,198.100006,196.360001,197.229996,166.804916,111307000
2014-07-16,198.110001,198.259995,197.419998,197.960007,167.422363,79986400
2014-07-17,197.350006,198.100006,195.429993,195.710007,165.519424,145398000
2014-07-18,196.350006,197.910004,196.240005,197.710007,167.210953,124330000
2014-07-21,197.089996,197.5,196.429993,197.339996,166.897949,67592000
2014-07-22,198.009995,198.559998,197.869995,198.199997,167.62529,67678000
2014-07-23,198.5,198.850006,198.100006,198.639999,167.997421,65612000
2014-07-24,198.830002,199.059998,198.449997,198.649994,168.005905,56888000
2014-07-25,198.089996,198.259995,197.330002,197.720001,167.219299,76837000
2014-07-28,197.759995,198.089996,196.619995,197.800003,167.287003,69259000
2014-07-29,198.169998,198.449997,196.919998,196.949997,166.568146,80466000
2014-07-30,197.649994,197.910004,196.160004,196.979996,166.593521,104222000
2014-07-31,195.610001,195.779999,192.970001,193.089996,163.303558,183479000
2014-08-01,192.559998,193.759995,191.570007,192.5,162.804596,189261000
2014-08-04,192.869995,194.300003,192.050003,193.889999,163.980194,91340000
2014-08-05,193.100006,193.600006,191.309998,192.009995,162.390182,152690000
2014-08-06,191.110001,192.889999,191.080002,192.070007,162.440918,94818000
2014-08-07,192.940002,193.130005,190.550003,191.029999,161.56134,135733000
2014-08-08,191.460007,193.369995,190.949997,193.240005,163.430496,117014000
2014-08-11,193.970001,194.660004,193.710007,193.800003,163.904053,74544000
2014-08-12,193.610001,194.149994,192.940002,193.529999,163.67569,73632000
2014-08-13,194.289993,195.059998,193.960007,194.839996,164.783615,69047000
2014-08-14,195.160004,195.759995,194.979996,195.759995,165.561676,57371000
2014-08-15,196.470001,196.649994,194.309998,195.720001,165.527832,139951000
2014-08-18,196.800003,197.449997,196.690002,197.360001,166.914917,75424000
2014-08-19,197.839996,198.539993,197.440002,198.389999,167.785965,59135000
2014-08-20,198.119995,199.160004,198.080002,198.919998,168.234222,72763000
2014-08-21,199.089996,199.759995,198.929993,199.5,168.724808,67791000
2014-08-22,199.339996,199.690002,198.740005,199.190002,168.462631,76107000
2014-08-25,200.139999,200.589996,199.149994,200.199997,169.316803,63855000
2014-08-26,200.330002,200.820007,200.279999,200.330002,169.426743,47298000
2014-08-27,200.429993,200.570007,199.940002,200.25,169.35907,47874000
2014-08-28,199.589996,200.270004,199.389999,200.139999,169.266037,58330000
2014-08-29,200.449997,200.729996,199.820007,200.710007,169.748169,65907000
2014-09-02,200.970001,201,199.860001,200.610001,169.663528,72426000
2014-09-03,201.380005,201.410004,200.220001,200.5,169.570496,57462000
2014-09-04,200.839996,201.580002,199.660004,200.210007,169.325256,85236000
2014-09-05,200.169998,201.190002,199.410004,201.110001,170.08638,102177000
2014-09-08,200.919998,201.210007,200,200.589996,169.646606,64146000
2014-09-09,200.410004,200.550003,198.910004,199.320007,168.57254,88591000
2014-09-10,199.429993,200.199997,198.770004,200.070007,169.206802,67251000
2014-09-11,199.270004,200.330002,199.119995,200.300003,169.401367,66774400
2014-09-12,200.100006,200.119995,198.559998,199.130005,168.41185,117409300
2014-09-15,199.160004,199.320007,198.380005,198.979996,168.284958,76401000
2014-09-16,198.610001,200.839996,198.5,200.479996,169.553604,116201000
2014-09-17,200.770004,201.679993,199.75,200.75,169.781891,151266000
2014-09-18,201.360001,201.850006,201.100006,201.820007,170.686935,94990000
2014-09-19,201.520004,201.899994,200.289993,200.699997,170.533051,121649000
2014-09-22,200.350006,200.380005,198.729996,199.149994,169.216003,125553000
2014-09-23,198.429993,199.259995,197.949997,198.009995,168.247421,111393000
2014-09-24,198.039993,199.690002,197.520004,199.559998,169.564423,107276000
2014-09-25,199.039993,199.050003,196.270004,196.339996,166.828445,150300000
2014-09-26,196.699997,198.389999,196.419998,197.899994,168.153961,103547000
2014-09-29,196.199997,197.889999,196.050003,197.539993,167.848007,95112000
2014-09-30,197.690002,198.300003,196.610001,197.020004,167.40625,131302000
2014-10-01,196.699997,196.770004,193.910004,194.350006,165.137573,177798000
2014-10-02,194.179993,195.059998,192.350006,194.380005,165.163055,157285000
2014-10-03,195.679993,196.940002,195.080002,196.520004,166.981384,121569000
2014-10-06,197.339996,197.600006,195.580002,196.289993,166.785919,104778000
2014-10-07,195.279999,195.720001,193.220001,193.259995,164.211349,147913000
2014-10-08,193.369995,196.919998,192.360001,196.639999,167.083313,186461000
2014-10-09,196.330002,196.600006,192.580002,192.740005,163.769531,210705000
2014-10-10,192.690002,193.649994,190.490005,190.539993,161.900269,221909000
2014-10-13,190.460007,191.149994,187.300003,187.410004,159.240692,230939000
2014-10-14,188.419998,189.820007,187.039993,187.699997,159.487061,215847000
2014-10-15,185.160004,187.690002,181.919998,186.429993,158.408005,380715000
2014-10-16,183.059998,187.580002,182.889999,186.270004,158.272049,270391000
2014-10-17,188.419998,189.75,187.619995,188.470001,160.141388,214625000
2014-10-20,188.130005,190.449997,188.070007,190.300003,161.696304,130011000
2014-10-21,191.679993,194.199997,191.479996,194.070007,164.899658,154949000
2014-10-22,194.410004,194.910004,192.610001,192.690002,163.727051,151822000
2014-10-23,194.619995,196.199997,194.259995,194.929993,165.630386,154944000
2014-10-24,195.25,196.490005,194.490005,196.429993,166.904861,117927000
2014-10-27,195.729996,196.449997,195.029999,196.160004,166.675476,82954000
2014-10-28,196.820007,198.419998,196.729996,198.410004,168.58728,106736000
2014-10-29,198.550003,199.119995,196.800003,198.110001,168.332397,142557000
2014-10-30,197.580002,199.949997,197.399994,199.380005,169.411514,113330000
2014-10-31,201.779999,201.820007,200.770004,201.660004,171.348801,146903000
2014-11-03,201.919998,202.449997,201.309998,201.770004,171.442245,93600000
2014-11-04,201.229996,201.600006,200.059998,201.070007,170.847504,93343000
2014-11-05,202.539993,202.589996,201.449997,202.339996,171.926575,91709000
2014-11-06,202.389999,203.259995,201.639999,203.149994,172.614777,107089000
2014-11-07,203.169998,203.600006,202.610001,203.339996,172.776291,89540000
2014-11-10,203.380005,204.039993,203.130005,203.979996,173.320099,66319000
2014-11-11,204.059998,204.309998,203.649994,204.179993,173.48996,54499400
2014-11-12,203.350006,204.240005,203.309998,203.960007,173.303085,90120300
2014-11-13,204.160004,204.830002,203.210007,204.190002,173.498505,85357900
2014-11-14,204.100006,204.490005,203.720001,204.240005,173.540985,80417500
2014-11-17,203.850006,204.580002,203.649994,204.369995,173.651428,80441000
2014-11-18,204.440002,205.919998,204.440002,205.550003,174.654083,76068100
2014-11-19,205.309998,205.550003,204.300003,205.220001,174.373672,82373000
2014-11-20,204.259995,205.710007,204.179993,205.580002,174.679611,72840300
2014-11-21,207.639999,207.839996,205.979996,206.679993,175.614273,142327300
2014-11-24,207.169998,207.389999,206.910004,207.259995,176.10701,65880800
2014-11-25,207.539993,207.789993,206.800003,207.110001,175.97963,79108300
2014-11-26,207.289993,207.759995,207.029999,207.639999,176.429901,62167800
2014-11-28,207.490005,207.869995,206.910004,207.199997,176.056091,57890100
2014-12-01,206.399994,206.539993,205.380005,205.759995,174.832535,103968400
2014-12-02,205.809998,207.339996,205.779999,207.089996,175.962646,74507200
2014-12-03,207.300003,208.149994,207.100006,207.889999,176.642334,68952000
2014-12-04,207.539993,208.270004,206.699997,207.660004,176.446915,91316600
2014-12-05,207.869995,208.470001,207.550003,208,176.735825,91025500
2014-12-08,207.520004,208.119995,205.929993,206.610001,175.554749,108588200
2014-12-09,204.369995,206.600006,203.910004,206.470001,175.435837,125180100
2014-12-10,205.910004,205.979996,202.929993,203.160004,172.623322,159856400
2014-12-11,203.880005,206.190002,203.710007,204.190002,173.498505,159012800
2014-12-12,202.639999,203.820007,200.850006,200.889999,170.694534,202330200
2014-12-15,201.979996,202.529999,198.779999,199.509995,169.521942,189965800
2014-12-16,198.580002,202.399994,197.860001,197.910004,168.16243,259543800
2014-12-17,198.440002,202.339996,198.289993,201.789993,171.459244,253910100
2014-12-18,204.740005,212.970001,203.919998,206.779999,175.699234,257633900
2014-12-19,206.429993,207.330002,205.610001,206.520004,176.446777,245084600
2014-12-22,206.75,207.470001,206.460007,207.470001,177.258484,148318900
2014-12-23,208.169998,208.229996,207.399994,207.75,177.497635,122167900
2014-12-24,208.020004,208.339996,207.720001,207.770004,177.514771,42963400
2014-12-26,208.309998,208.850006,208.25,208.440002,178.087234,57326700
2014-12-29,208.220001,208.970001,208.139999,208.720001,178.326447,79643900
2014-12-30,208.210007,208.369995,207.509995,207.600006,177.369537,73540800
2014-12-31,207.990005,208.190002,205.389999,205.539993,175.609497,130333800
2015-01-02,206.380005,206.880005,204.179993,205.429993,175.515518,121465900
2015-01-05,204.169998,204.369995,201.350006,201.720001,172.345795,169632600
2015-01-06,202.089996,202.720001,198.860001,199.820007,170.722412,209151400
2015-01-07,201.419998,202.720001,200.880005,202.309998,172.849884,125346700
2015-01-08,204.009995,206.160004,203.990005,205.899994,175.917038,147217800
2015-01-09,206.399994,206.419998,203.509995,204.25,174.50737,158567300
2015-01-12,204.410004,204.600006,201.919998,202.649994,173.140335,144396100
2015-01-13,204.119995,205.479996,200.509995,202.080002,172.653305,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,171.610977,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,170.03894,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,172.268875,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,172.636261,130991100
2015-01-21,201.5,203.660004,200.940002,203.080002,173.507706,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,176.087921,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,175.122452,117516800
2015-01-26,204.710007,205.559998,203.850006,205.449997,175.532639,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,173.217209,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,170.99585,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,172.576447,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,170.406296,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,172.516663,163107000
2015-02-03,203,204.850006,202.550003,204.839996,175.011459,124212900
2015-02-04,203.919998,205.380005,203.509995,204.059998,174.345062,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,176.105026,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,175.618073,125672000
2015-02-09,204.770004,205.639999,204.139999,204.630005,174.831985,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,176.694565,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,176.797104,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,178.49733,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,179.232056,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,179.514023,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,179.531113,80652900
2015-02-19,209.410004,210.419998,209.240005,209.979996,179.402954,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,180.479492,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,180.453857,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,180.966446,72472300
2015-02-25,211.660004,212.240005,211.220001,211.630005,180.812729,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,180.599075,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,179.983932,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,181.12027,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,180.376923,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,179.616516,114497200
2015-03-05,210.619995,210.800003,209.850006,210.460007,179.81308,76873000
2015-03-06,209.419998,209.940002,207.100006,207.5,177.284058,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,178.018814,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,175.131027,157121300
2015-03-11,205.289993,205.5,204.399994,204.5,174.720917,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,176.942337,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,175.857239,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,178.206818,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,177.677155,94510400
2015-03-18,207.389999,211.270004,206.619995,210.460007,179.81308,228808500
2015-03-19,209.960007,210.470001,209.029999,209.5,178.992889,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,180.57283,177715100
2015-03-23,210.419998,211.110001,210,210,180.220932,71784500
2015-03-24,209.850006,210.399994,208.740005,208.820007,179.208282,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,176.582153,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,176.161682,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,176.565048,118939000
2015-03-30,206.979996,208.610001,206.960007,208.25,178.71907,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,177.15715,126768700
2015-04-01,206.389999,206.419998,204.509995,205.699997,176.53067,137303600
2015-04-02,205.619995,206.979996,205.399994,206.440002,177.165756,86900900
2015-04-06,205.369995,208.449997,205.210007,207.830002,178.358658,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,177.886627,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,178.487381,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,179.276932,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,180.255264,72722900
